Organisation_Code,Legal_Name,Is_RTO,Status,Registration_Manager,Legal_Authority,Head_Office_Physical_Address,Head_Office_Location_State,Latitude,Longitude,RTO_Type,NSW_Delivery_Approved,VIC_Delivery_Approved,QLD_Delivery_Approved,SA_Delivery_Approved,WA_Delivery_Approved,TAS_Delivery_Approved,NT_Delivery_Approved,ACT_Delivery_Approved
41345,Final Trim Training Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Unit 1 6 Delton St, KINGSTON, QLD, 4114",Queensland,-27.65313,153.13391,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
41347,COMMONSENSE SAFETY TRAINING PTY LTD,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"GF04, 20-28 Carrington Rd, Marrickville, NSW, 2204",New South Wales,-33.91976,151.15665,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
41350,Maxwell Training Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"17 Callistemon Cl, WARABROOK, NSW, 2304",New South Wales,-32.89059,151.71698,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
41351,SkillPath Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"10 Clermont St, EMERALD, QLD, 4720",Queensland,-23.52537,148.15665,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
41352,Pimpama State Secondary College,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Dixon Drive, Pimpama, QLD, 4209",Queensland,-27.8279,153.31639,School - Government,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
41353,Mackay Northern Beaches State High School,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Rosewood Drive, Rural View, QLD, 4740",Queensland,-21.06678,149.16091,School - Government,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
41360,Darlisam Enterprises Pty Ltd atf the First Aid Trust,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"4/12 Normanby St, Warragul, VIC, 3820",Victoria,-38.16542,145.93895,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
41365,TINA-JANE EDNEY,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"5 Japura Place, Kearns, NSW, 2558",New South Wales,-34.01982,150.80207,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
41366,REEVES COLLEGE PTY LTD,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"14 Railway Pde, BURWOOD, NSW, 2134",New South Wales,-33.87807,151.10557,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
41369,ECB TRAINING SERVICES PTY LTD,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"580-598 Kororoit Creek Rd, ALTONA NORTH, VIC, 3025",Victoria,-37.84959,144.8336,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
41370,AUSPHIN PTY LTD,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"8 Parramatta Sq, PARRAMATTA, NSW, 2150",New South Wales,-33.81652,151.00427,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
41371,DOG FORCE GROUP PTY LTD,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"8C Parma Rd, FALLS CREEK, NSW, 2540",New South Wales,-34.96221,150.59694,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
41372,AUSTRALIAN MONTESSORI COLLEGE PTY LTD,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Level 4, 60-70 Paramatta Road, Summer Hill, NSW, 2130",New South Wales,-33.88728,151.14065,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
41373,Total Training Solutions Adelaide Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Shop 1 482 Salisbury Hwy, PARAFIELD GARDENS, SA, 5107",South Australia,-34.79103,138.61693,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
41375,A AND M GLOBAL PTY. LTD.,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Unit 42 45 Nyanza St, WOODRIDGE, QLD, 4114",Queensland,-27.61968,153.10178,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
41377,AR INSTITUTE PTY LTD,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"3B Ellis Avenue, Alexandria, NSW, 2015",New South Wales,-33.9198,151.19459,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
41380,Five Diamonds Group Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Level 5 310 King St, MELBOURNE, VIC, 3000",Victoria,-37.8189,144.95719,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
41382,SKILLS COMPLIANCE PTY LTD,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Hangar 58 Wirraway Drive, Kippa-Ring, QLD, 4021",Queensland,-27.224199,153.074977,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
41383,Best Practice Health Education Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Suite 10, 634-644 Mitcham Road, Vermont, VIC, 3133",Victoria,-37.83175,145.19449,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
41385,Raw Dance Company Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"46 Evesham Street, Moorooka, QLD, 4105",Queensland,-27.53224,153.01436,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
41386,Providore Three Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"1 Main St, SPRINGFIELD CENTRAL, QLD, 4300",Queensland,-27.67776,152.90165,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
41391,MOUNT ALVERNIA COLLEGE LIMITED,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"82 Cremorne Road, Kedron, QLD, 4031",Queensland,-27.40603,153.02746,School - Catholic,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
41392,AXXIS PROJECT TRAINING PTY LTD,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"5 Huntington St, CLONTARF, QLD, 4019",Queensland,-27.24023,153.08085,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
41393,Insight Academy Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Level 2 399 Lonsdale St, MELBOURNE, VIC, 3000",Victoria,-37.812024,144.963709,Education/training Business Or Centre: Privately Operated Registered Training Organisation,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
41394,INTERNATIONAL CENTRE FOR COMPLEX PROJECT MANAGEMENT LIMITED,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"70 Kent St, DEAKIN, ACT, 2600",Australian Capital Territory,-35.320533,149.09796,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
41395,Webster College Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Unit 5 385 Sevenoaks St, BECKENHAM, WA, 6107",Western Australia,-32.02189,115.95214,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
41396,ACTION TRAINING ACADEMY PTY LTD,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Block A, Suite 7A,, 3 Zamia Street, Sunnybank, QLD, 4109",Queensland,-27.57095,153.06045,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
41398,TOP RIDER (AUSTRALIA) PTY LTD,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"166 Forest Rd, HURSTVILLE, NSW, 2220",New South Wales,-33.967069,151.107086,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
41401,Genesis Education and Training Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"11 Cordelia St, SOUTH BRISBANE, QLD, 4101",Queensland,-27.47434,153.01452,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
41402,SOUTHERN EDUCATION PTY. LTD.,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"78 Napier St, ESSENDON, VIC, 3040",Victoria,-37.75188,144.91858,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
41404,LINDEN COLLEGE PTY LTD,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Unit 4 262 Old Cleveland Rd, COORPAROO, QLD, 4151",Queensland,-27.49712,153.05412,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
41406,VERITAS EDUCATION PTY LTD,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"6-24 Moorabool St, GEELONG, VIC, 3220",Victoria,-38.14458,144.36171,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
41410,Skills Network Australia Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"26 Punch St, ARTARMON, NSW, 2064",New South Wales,-33.814137,151.190896,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
41413,Valley International Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Ground Floor 433 Boundary St, SPRING HILL, QLD, 4000",Queensland,-27.46045,153.02407,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
41418,AVENTIA INSTITUTE PTY LTD,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"57 Sanders St, UPPER MOUNT GRAVATT, QLD, 4122",Queensland,-27.55894,153.08184,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
41420,Career Ready Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Level 8 140 Elizabeth St, SYDNEY, NSW, 2000",New South Wales,-33.87509,151.2096,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
41424,EASTLINK CONSULTING PTY LTD,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"388 Bourke St, Level 2, MELBOURNE, VIC, 3000",Victoria,-37.81444,144.96287,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
41426,LEGEND INSTITUTE PTY LTD,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Unit 281 398-408 Pitt St, HAYMARKET, NSW, 2000",New South Wales,-33.8786,151.2077,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
41428,VANSHRAJ ENTERPRISES PTY LTD,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"171 Sydney Road, Coburg, VIC, 3058",Victoria,-37.75047,144.9648,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
41429,AUSTRALIA LEARNING INSTITUTE PTY. LTD.,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Level 2, 8-10 King St, ROCKDALE, NSW, 2216",New South Wales,-33.95228,151.13889,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
41433,Adventure Training Services Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"27 Edinburgh Rd, Willoughby East, NSW, 2068",New South Wales,-33.8022,151.20682,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
41436,SKILLSET TRAINING PTY. LTD.,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Suite 14, 44 Hampstead Rd, MAIDSTONE, VIC, 3012",Victoria,-37.77873,144.8756,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
41437,NEWTON COLLEGE PTY. LTD.,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Level 10 190 Queen St, MELBOURNE, VIC, 3000",Victoria,-37.81407,144.96055,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
41438,Platinum Professional Training Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Unit 335, 410 Elizabeth Street, Surry Hills, NSW, 2010",New South Wales,-33.88599,151.20853,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
41441,Beverly College Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Level 34, 1 Eagle Street, Brisbane, QLD, 4000",Queensland,-27.46843,153.03017,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
41442,NATIONAL INSTITUTE OF VOCATIONAL STUDIES PTY LTD,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"97 Mount Druitt Rd, MOUNT DRUITT, NSW, 2770",New South Wales,-33.773958,150.810597,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
41445,COSMETIC PROFESSIONAL INSTITUTE OF AUSTRALIA PTY. LTD.,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Unit 20, 132-140 Keys Rd, CHELTENHAM, VIC, 3192",Victoria,-37.94979,145.07553,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
41447,TLC LEARNING PTY LTD,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"10/468 St Kilda Road, Melbourne, VIC, 3004",Victoria,-37.84099,144.97681,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
41448,EMERGENCY AUSTRALIA PTY. LTD.,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"113 Johnson Road, Yass River, NSW, 2582",New South Wales,-34.911848,149.086115,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
41449,AUSTRALIAN INSTITUTE OF ENGLISH PTY LTD,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Level 5 245 Castlereagh St, SYDNEY, NSW, 2000",New South Wales,-33.876297,151.208535,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
41450,YOUTH OFF THE STREETS LIMITED,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"28 Bowden St, ALEXANDRIA, NSW, 2015",New South Wales,-33.90463,151.19673,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
41451,ST ALBANS INSTITUTE PTY LTD,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Level 4 171 La Trobe St, MELBOURNE, VIC, 3000",Victoria,-37.80877,144.96644,Education/training Business Or Centre: Privately Operated Registered Training Organisation,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
41452,F & Z EDUCATION PTY LTD,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Level 9, 474 Flinders St, MELBOURNE, VIC, 3000",Victoria,-37.81989,144.9583,Education/training Business Or Centre: Privately Operated Registered Training Organisation,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
41455,NOBLE X PTY LTD,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"15 Mercer St, GEELONG, VIC, 3220",Victoria,-38.13897,144.35483,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
41457,AUSTRALIAN INSTITUTE OF ELECTRO TECHNOLOGY PTY. LTD.,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"18 Sudbury St, DARRA, QLD, 4076",Queensland,-27.562549,152.9459,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
41458,THINKGATE LEARNING PTY LTD,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Level 14 474 Flinders St, MELBOURNE, VIC, 3000",Victoria,-37.81989,144.9583,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
41461,HILLTOP COLLEGE AUSTRALIA PTY LTD,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Level 3 1 Fitzwilliam St, PARRAMATTA, NSW, 2150",New South Wales,-33.81824,151.00468,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
41462,NATIONAL SKILLS TRAINING INSTITUTE PTY. LTD.,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"49 Cypress Dr, BROADBEACH WATERS, QLD, 4218",Queensland,-28.03204,153.40368,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
41463,NATIONAL INSTITUTE OF EXCELLENCE PTY LTD,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Level 2, 157/310 Edward St, BRISBANE, QLD, 4000",Queensland,-27.471163,153.029307,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
41466,PROPER PREPARATION OHS & TRAINING SPECIALISTS PTY LTD,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"7 Lynette St, Forbes, NSW, 2871",New South Wales,-33.39078,148.00356,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
41467,United Colleges of Australia Pty Ltd as the trustee for UCA UNIT TRUST,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Level 2 303 Pitt St, SYDNEY, NSW, 2000",New South Wales,-33.87344,151.20779,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
41468,ASTON COLLEGE PTY LTD,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Level 3 41-45 Rickard Rd, BANKSTOWN, NSW, 2200",New South Wales,-33.91454,151.03806,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
41469,VICTORIAN INSTITUTE OF APPLIED LEARNING PTY LTD,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"Unit 1 25 Randall St, SLACKS CREEK, QLD, 4127",Queensland,-27.62578,153.12036,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
41473,PL LEAN TRAINING PTY LTD,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"1611 Richmond Crt, Hope Island, QLD, 4212",Queensland,-27.86464,153.34497,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
41474,Maturana Enterprises Pty Ltd,TRUE,Current,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,"34 Baan Baan St, DAPTO, NSW, 2530",New South Wales,-34.4936,150.7974,Education/training Business Or Centre: Privately Operated Registered Training Organisation,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
